CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,RFM_Score,Has_Zero_Balance,Balance_to_Salary_Ratio,Mobile_Money_Risk,Digital_Adoption_Score,Loyalty_Score,Real_Balance_After_Inflation,Geography,Gender,Account_Currency,Exited
477,38,8,0.0,2,0,0,193277.8124850884,2.1500000000000004,1,0.0,2,1,9.0,0.0,Spain,Male,ZWL,0
823,48,7,29246.16808992949,1,0,1,194231.65649344696,1.25,0,0.1506,1,2,9.5,5849.23,France,Male,ZWL,0
829,73,7,23169.92071961052,2,1,0,148643.21061924865,2.4000000000000004,0,0.1559,1,2,8.0,4633.98,France,Male,ZWL,0
821,38,1,0.0,1,1,0,5794.640908375063,1.8000000000000003,1,0.0,3,1,1.5,0.0,Spain,Female,ZWL,0
459,50,4,0.0,1,0,0,159213.32146623314,1.8000000000000003,1,0.0,3,0,4.5,0.0,Spain,Female,USD,1
704,45,1,193335.4385089951,2,1,0,112391.01204606256,2.9000000000000004,0,1.7202,1,2,2.0,184128.99,Germany,Female,USD,0
386,73,2,27030.681391275837,2,0,1,194307.93296119044,1.6,0,0.1391,0,3,5.0,5406.14,France,Female,ZWL,1
829,23,7,90356.73980748642,2,1,1,136416.13452414042,1.85,0,0.6624,0,4,10.0,86054.04,France,Male,USD,0
420,25,4,0.0,1,1,0,191175.09246195565,1.8000000000000003,1,0.0,3,1,4.5,0.0,Spain,Female,ZWL,0
638,30,3,188502.01475326112,2,1,0,20851.74564534586,2.9000000000000004,0,9.0397,1,2,4.0,179525.73,France,Male,USD,0
380,51,4,98662.23622792085,1,1,1,151166.33650809937,1.5,0,0.6527,1,3,6.5,93964.03,France,Male,USD,0
788,57,7,160684.9263648831,1,1,0,176539.59179983413,2.5500000000000003,0,0.9102,2,1,7.5,153033.26,Germany,Female,USD,0
730,39,9,0.0,2,0,0,127190.48839356724,2.1500000000000004,1,0.0,2,1,10.0,0.0,France,Female,ZWL,0
617,18,6,146718.0140733709,3,1,0,108254.61603655686,3.25,0,1.3553,1,2,7.5,139731.44,France,Male,USD,1
360,30,5,0.0,2,1,1,155012.19711493843,1.35,1,0.0,1,4,8.0,0.0,France,Male,ZWL,0
693,18,1,67422.30499522532,1,1,1,170985.48900973727,1.5,0,0.3943,1,3,3.5,64211.72,France,Female,USD,0
677,27,9,24337.61292018008,1,1,1,124663.3721643779,1.25,0,0.1952,1,3,11.5,4867.52,France,Female,ZWL,0
381,22,4,51632.6164439368,2,1,0,147006.96820251792,2.6500000000000004,0,0.3512,1,2,5.0,49173.92,France,Male,USD,0
406,72,9,51424.11103681691,3,1,1,79985.02004912992,2.1999999999999997,0,0.6429,0,4,12.5,48975.34,France,Male,USD,0
515,37,8,234361.9097517816,1,1,1,69603.51348777597,2.0,0,3.3671,1,3,10.5,223201.82,Germany,Female,USD,0
537,30,8,234971.3785356361,1,0,0,40814.74630133175,2.8000000000000003,0,5.7569,2,0,8.5,223782.27,Spain,Female,USD,0
691,54,8,0.0,1,1,0,125023.40422020202,1.8000000000000003,1,0.0,3,1,8.5,0.0,France,Female,ZWL,0
831,27,2,35354.03132621317,2,0,1,163566.7816133169,1.6,0,0.2161,0,3,5.0,33670.51,Germany,Male,USD,0
368,20,8,77612.36691400888,1,1,1,132698.08483025277,1.5,0,0.5849,1,3,10.5,73916.54,France,Male,USD,0
465,51,8,201147.37238871545,1,0,0,78488.32214102845,2.8000000000000003,0,2.5627,2,0,8.5,191568.93,France,Male,USD,0
817,51,4,0.0,2,0,0,197438.2904886331,2.1500000000000004,1,0.0,2,1,5.0,0.0,France,Female,USD,0
533,47,5,130264.40809157804,1,0,0,1246.0240910920263,2.5500000000000003,0,104.4602,2,0,5.5,124061.34,Germany,Male,USD,0
619,54,6,0.0,3,1,0,61983.64079220577,2.5,1,0.0,2,2,7.5,0.0,Germany,Male,USD,0
382,21,9,120088.8648547502,2,1,1,193629.64239776932,2.1,0,0.6202,0,4,12.0,114370.35,Germany,Male,USD,0
359,51,9,53873.3339478349,1,0,0,77080.50503646107,2.3000000000000003,0,0.6989,2,0,9.5,51307.94,France,Female,USD,0
429,49,9,21945.70464649904,2,1,0,124029.90580604396,2.4000000000000004,0,0.1769,1,2,10.0,20900.67,France,Male,USD,0
541,38,5,0.0,2,1,0,47944.44904163848,2.1500000000000004,1,0.0,2,2,6.0,0.0,Spain,Female,ZWL,0
669,58,4,201695.17385086077,1,1,1,138000.50256107954,2.0,0,1.4615,1,3,6.5,192090.64,France,Female,USD,0
539,41,0,0.0,2,0,1,129744.67506858573,1.35,1,0.0,1,3,3.0,0.0,Germany,Female,ZWL,0
417,26,3,0.0,1,1,1,123425.46008609496,1.0,1,0.0,2,3,5.5,0.0,Germany,Male,ZWL,0
824,58,7,0.0,1,1,0,75210.9002311708,1.8000000000000003,1,0.0,3,1,7.5,0.0,Germany,Female,USD,1
697,41,7,79018.26944466752,2,0,1,191259.51838834508,1.85,0,0.4131,0,3,10.0,75255.49,Spain,Male,USD,0
474,42,5,38035.28764887346,2,1,1,128721.173562766,1.6,0,0.2955,0,4,8.0,36224.08,Spain,Male,USD,0
776,53,2,0.0,2,1,0,18580.541631732416,2.1500000000000004,1,0.0,2,2,3.0,0.0,Germany,Female,ZWL,1
685,25,7,93593.89979122663,3,0,0,147277.93658064408,3.0,0,0.6355,1,1,8.5,89137.05,Germany,Male,USD,1
408,67,6,0.0,2,1,0,63915.59168588834,2.1500000000000004,1,0.0,2,2,7.0,0.0,France,Male,ZWL,0
785,58,8,26313.641157616887,2,1,0,66034.88716144784,2.4000000000000004,0,0.3985,1,2,9.0,25060.61,Spain,Male,USD,0
446,46,2,236322.43097893585,2,1,0,45169.7709649933,3.1500000000000004,0,5.2318,1,2,3.0,225068.98,France,Male,USD,1
845,42,5,239720.35967979752,1,0,1,129593.66666368765,2.0,0,1.8498,1,2,7.5,228305.1,France,Female,USD,0
624,52,0,31202.742590453552,2,1,0,191156.0877602402,2.4000000000000004,0,0.1632,1,2,1.0,29716.9,France,Male,USD,0
498,55,7,0.0,1,1,1,163723.58668001692,1.0,1,0.0,2,3,9.5,0.0,France,Female,ZWL,0
627,45,1,225795.0028664348,1,1,1,184814.1944382788,2.0,0,1.2217,1,3,3.5,215042.86,Germany,Female,USD,0
614,72,4,54947.51397976403,1,1,1,186143.47951489867,1.5,0,0.2952,1,3,6.5,52330.97,Germany,Male,USD,0
358,36,5,0.0,2,1,1,320.7094375086817,1.35,1,0.0,1,4,8.0,0.0,France,Male,USD,0
806,49,3,0.0,2,1,0,124864.82602866192,2.1500000000000004,1,0.0,2,2,4.0,0.0,France,Male,USD,0
632,54,8,0.0,4,0,1,186011.4660883279,2.05,1,0.0,1,3,12.0,0.0,Spain,Female,USD,0
622,66,2,11479.921385856534,3,1,0,110283.05995663637,2.75,0,0.1041,1,2,3.5,2295.98,Spain,Female,ZWL,0
777,68,1,169472.54308991416,2,1,0,136035.69997074935,2.9000000000000004,0,1.2458,1,2,2.0,161402.42,Spain,Female,USD,1
650,45,2,0.0,1,1,1,87349.8350369813,1.0,1,0.0,2,3,4.5,0.0,France,Male,USD,0
357,73,4,0.0,1,0,1,170365.83679472617,1.0,1,0.0,2,2,6.5,0.0,Spain,Male,USD,0
557,52,0,0.0,1,0,1,32673.136705582856,1.0,1,0.0,2,2,2.5,0.0,France,Male,USD,0
751,25,9,154896.2212703951,2,1,1,18433.60782643583,2.1,0,8.4025,0,4,12.0,147520.21,France,Male,USD,0
474,58,3,0.0,2,1,1,74530.42849594337,1.35,1,0.0,1,4,6.0,0.0,France,Male,ZWL,0
472,71,0,0.0,2,0,1,15787.079614988286,1.35,1,0.0,1,3,3.0,0.0,France,Female,USD,0
382,40,8,0.0,1,1,0,28326.69200927292,1.8000000000000003,1,0.0,3,1,8.5,0.0,France,Male,USD,1
350,71,2,103191.54913561772,2,1,0,31506.73272293979,2.9000000000000004,0,3.2751,1,2,3.0,98277.67,Spain,Female,USD,0
553,57,1,94784.12216377365,2,0,1,1001.5924280112692,1.85,0,94.539,0,3,4.0,90270.59,France,Male,USD,0
355,63,4,139841.33661819354,1,1,1,162815.94157776076,1.75,0,0.8589,1,3,6.5,133182.23,France,Female,USD,0
646,40,0,0.0,2,1,0,178492.82673331338,2.1500000000000004,1,0.0,2,2,1.0,0.0,France,Male,ZWL,1
788,49,9,92621.76946018964,1,1,1,8027.014627691259,1.5,0,11.5373,1,3,11.5,88211.21,France,Female,USD,0
354,27,6,0.0,2,0,0,46613.49351577395,2.1500000000000004,1,0.0,2,1,7.0,0.0,Germany,Male,USD,0
792,34,8,0.0,2,1,1,68222.5913372037,1.35,1,0.0,1,4,11.0,0.0,France,Female,USD,0
429,52,0,173106.9884888448,1,1,1,159643.96044114814,1.75,0,1.0843,1,3,2.5,164863.8,Spain,Male,USD,0
623,52,7,97380.44511238676,3,1,1,46659.29023217846,2.1999999999999997,0,2.087,0,4,10.5,92743.28,France,Male,USD,1
526,20,7,176247.21999831597,2,1,0,79850.98215024735,2.9000000000000004,0,2.2072,1,2,8.0,167854.5,Germany,Male,USD,0
687,53,6,44970.44927713909,2,1,0,194744.54447255435,2.4000000000000004,0,0.2309,1,2,7.0,42829.0,Germany,Male,USD,0
670,46,9,73303.44448244284,2,1,1,165545.76037007314,1.85,0,0.4428,0,4,12.0,69812.8,Spain,Female,USD,0
688,66,3,59513.63410274628,2,1,0,19942.400928284485,2.6500000000000004,0,2.9841,1,2,4.0,56679.65,Spain,Female,USD,0
787,63,6,0.0,1,1,1,63913.594857116215,1.0,1,0.0,2,3,8.5,0.0,Germany,Female,ZWL,1
794,44,1,31496.263264249897,2,0,1,115391.81848907623,1.6,0,0.2729,0,3,4.0,29996.44,France,Female,USD,0
485,48,5,70467.03189480146,2,1,1,136575.6820677341,1.85,0,0.516,0,4,8.0,67111.46,Germany,Male,USD,0
736,51,4,0.0,1,1,0,128927.92622936764,1.8000000000000003,1,0.0,3,1,4.5,0.0,Spain,Female,USD,1
374,29,4,31077.99748629759,1,1,1,16889.755354685112,1.25,0,1.8399,1,3,6.5,29598.09,Spain,Male,USD,0
674,54,7,12653.25505949825,2,1,1,198634.88656921985,1.6,0,0.0637,0,4,10.0,12050.72,France,Female,USD,0
532,71,0,0.0,2,0,0,36598.882175611005,2.1500000000000004,1,0.0,2,1,1.0,0.0,France,Male,ZWL,1
517,42,7,0.0,2,1,1,35164.335946267805,1.35,1,0.0,1,4,10.0,0.0,Spain,Female,ZWL,0
816,19,3,12019.57508697581,3,1,0,48384.87043312139,2.75,0,0.2484,1,2,4.5,2403.92,France,Male,ZWL,0
687,47,9,21648.545360904456,2,1,0,82146.79422370916,2.4000000000000004,0,0.2635,1,2,10.0,4329.71,France,Male,ZWL,0
527,61,5,0.0,2,1,1,64177.36825430021,1.35,1,0.0,1,4,8.0,0.0,France,Male,ZWL,0
722,26,5,0.0,1,1,0,102406.77033900708,1.8000000000000003,1,0.0,3,1,5.5,0.0,Germany,Male,ZWL,0
444,40,0,166654.46763536878,2,0,0,182140.401669468,2.9000000000000004,0,0.915,1,1,1.0,158718.54,Spain,Male,USD,0
382,26,7,0.0,2,1,0,8106.551592225992,2.1500000000000004,1,0.0,2,2,8.0,0.0,France,Male,USD,0
460,37,3,192274.75641287267,2,1,0,77390.28722649698,2.9000000000000004,0,2.4844,1,2,4.0,183118.82,France,Female,USD,0
495,72,8,245926.01165816005,2,1,1,197160.30248123745,2.35,0,1.2473,0,4,11.0,234215.25,France,Male,USD,0
730,18,6,0.0,1,1,0,49599.73455233047,1.8000000000000003,1,0.0,3,1,6.5,0.0,France,Female,USD,0
790,73,3,26153.49807311551,1,1,1,163698.59402521388,1.25,0,0.1598,1,3,5.5,24908.09,Germany,Male,USD,0
580,56,0,15445.19948537304,2,1,1,78401.8252935932,1.6,0,0.197,0,4,3.0,14709.71,Germany,Male,USD,0
621,40,8,129296.4727491381,3,0,1,182044.6700526595,2.4499999999999997,0,0.7102,0,3,11.5,123139.5,France,Female,USD,0
685,35,9,75214.09350130192,1,1,0,127390.46443706556,2.3000000000000003,0,0.5904,2,1,9.5,71632.47,Germany,Male,USD,0
844,59,5,0.0,3,1,1,178649.63026888168,1.6999999999999997,1,0.0,1,4,8.5,0.0,Germany,Male,USD,0
387,49,5,31761.591640548,1,1,0,126939.77867318202,2.0500000000000003,0,0.2502,2,1,5.5,30249.13,France,Female,USD,0
774,64,0,0.0,2,1,0,178050.10427475028,2.1500000000000004,1,0.0,2,2,1.0,0.0,France,Male,ZWL,0
484,26,4,0.0,1,0,1,180815.15426306307,1.0,1,0.0,2,2,6.5,0.0,Spain,Female,ZWL,0
683,28,3,0.0,2,1,0,59922.25153947619,2.1500000000000004,1,0.0,2,2,4.0,0.0,France,Male,USD,1
584,73,0,121617.0359347813,1,1,1,167757.3868437403,1.75,0,0.725,1,3,2.5,115825.75,Spain,Male,USD,0
786,18,6,122438.5789202508,1,1,1,168004.1171647194,1.75,0,0.7288,1,3,8.5,116608.17,France,Female,USD,0
668,28,3,157952.29329785897,2,0,1,141012.48306345937,2.1,0,1.1201,0,3,6.0,150430.76,Spain,Female,USD,0
717,50,2,140881.85128913823,2,1,0,48236.213192472176,2.9000000000000004,0,2.9206,1,2,3.0,134173.19,Spain,Male,USD,0
694,47,1,125737.1126285319,1,0,1,21579.60803617069,1.75,0,5.8264,1,2,3.5,119749.63,Germany,Female,USD,0
509,22,7,173021.62533193748,2,1,1,123605.41710537748,2.1,0,1.3998,0,4,10.0,164782.5,Spain,Female,USD,0
387,67,4,193595.42352244337,2,0,0,130783.03346697328,2.9000000000000004,0,1.4803,1,1,5.0,184376.59,Spain,Male,USD,1
499,18,9,164308.89951799143,1,1,0,194037.37959699996,2.5500000000000003,0,0.8468,2,1,9.5,156484.67,Germany,Male,USD,0
749,27,8,0.0,2,0,0,79635.77652462592,2.1500000000000004,1,0.0,2,1,9.0,0.0,France,Female,USD,0
657,30,4,0.0,1,1,0,144542.2061850236,1.8000000000000003,1,0.0,3,1,4.5,0.0,France,Male,USD,1
378,44,9,0.0,2,1,0,175826.04919780788,2.1500000000000004,1,0.0,2,2,10.0,0.0,Spain,Male,USD,0
493,25,0,0.0,2,1,1,159760.35386143517,1.35,1,0.0,1,4,3.0,0.0,Germany,Male,USD,0
425,45,9,0.0,1,0,1,80859.65010028286,1.0,1,0.0,2,2,11.5,0.0,France,Female,ZWL,0
494,62,4,25952.924044781816,1,1,0,47900.03362836696,2.0500000000000003,0,0.5418,2,1,4.5,24717.07,France,Female,USD,0
578,69,4,52124.64720948568,2,0,0,6408.74046938754,2.6500000000000004,0,8.1321,1,1,5.0,49642.52,Germany,Female,USD,1
413,19,7,212227.98208590213,1,1,0,151614.65383679012,2.8000000000000003,0,1.3998,2,1,7.5,202121.89,France,Female,USD,0
696,70,5,146307.39616059867,1,1,0,76961.03297690695,2.5500000000000003,0,1.901,2,1,5.5,139340.38,France,Male,USD,1
694,29,4,0.0,1,0,0,100373.78829192431,1.8000000000000003,1,0.0,3,0,4.5,0.0,Germany,Male,USD,0
618,44,7,0.0,2,1,1,196450.3369487025,1.35,1,0.0,1,4,10.0,0.0,Germany,Female,ZWL,0
677,30,0,127311.8049889621,1,1,0,967.8632759143557,2.5500000000000003,0,131.4033,2,1,0.5,121249.34,France,Female,USD,0
533,39,4,0.0,1,1,0,55108.91468110976,1.8000000000000003,1,0.0,3,1,4.5,0.0,France,Male,ZWL,0
610,57,2,220250.41210762723,2,1,0,196212.81593910535,3.1500000000000004,0,1.1225,1,2,3.0,209762.3,France,Male,USD,1
617,32,4,0.0,1,1,0,97594.64000374476,1.8000000000000003,1,0.0,3,1,4.5,0.0,France,Male,USD,1
518,48,2,0.0,1,1,1,187525.60717570403,1.0,1,0.0,2,3,4.5,0.0,Germany,Male,ZWL,0
608,24,3,0.0,2,1,0,170275.78811023038,2.1500000000000004,1,0.0,2,2,4.0,0.0,Germany,Male,USD,0
576,56,8,92405.63659243449,2,1,1,142328.41971770502,1.85,0,0.6492,0,4,11.0,88005.37,France,Male,USD,0
382,66,1,189733.5063491492,2,0,0,142747.41545712316,2.9000000000000004,0,1.3291,1,1,2.0,180698.58,France,Female,USD,0
726,68,9,110308.77573403656,1,0,0,938.842515959856,2.5500000000000003,0,117.3694,2,0,9.5,105055.98,France,Male,USD,0
563,52,0,114729.01564086064,1,0,1,59445.74985852106,1.75,0,1.9299,1,2,2.5,109265.73,Spain,Female,USD,0
399,24,3,0.0,1,1,1,88175.81181829055,1.0,1,0.0,2,3,5.5,0.0,France,Male,ZWL,0
789,29,7,0.0,1,1,0,103962.60493177622,1.8000000000000003,1,0.0,3,1,7.5,0.0,Spain,Male,USD,0
841,31,4,199937.99733161225,2,1,0,88772.62627998582,2.9000000000000004,0,2.2522,1,2,5.0,190417.14,Spain,Female,USD,0
742,51,8,0.0,2,1,1,87300.18374448345,1.35,1,0.0,1,4,11.0,0.0,Germany,Female,USD,0
838,56,9,0.0,2,0,1,172517.71934481937,1.35,1,0.0,1,3,12.0,0.0,Germany,Male,ZWL,0
559,65,2,96098.24556705495,1,1,0,193913.6959354069,2.3000000000000003,0,0.4956,2,1,2.5,91522.14,France,Female,USD,1
783,26,8,178332.0479314077,1,0,1,169402.25423876065,1.75,0,1.0527,1,2,10.5,169840.05,Germany,Female,USD,0
378,50,0,0.0,2,1,0,138229.0161621989,2.1500000000000004,1,0.0,2,2,1.0,0.0,France,Male,USD,1
388,29,1,23291.758147147037,1,0,1,147255.85729009326,1.25,0,0.1582,1,2,3.5,4658.35,Spain,Male,ZWL,0
696,51,8,202181.66635675123,1,0,0,147463.5184577496,2.8000000000000003,0,1.3711,2,0,8.5,192553.97,France,Female,USD,0
449,44,8,25222.53011686354,1,1,1,159937.11817603538,1.25,0,0.1577,1,3,10.5,24021.46,Spain,Male,USD,1
522,39,9,249072.0633709105,2,1,1,11193.525426800164,2.35,0,22.2495,0,4,12.0,237211.49,France,Male,USD,0
366,35,4,0.0,1,0,1,14966.93818616047,1.0,1,0.0,2,2,6.5,0.0,Spain,Male,ZWL,0
405,63,9,0.0,4,1,0,19484.91473951135,2.85,1,0.0,2,2,11.0,0.0,France,Male,USD,0
575,61,3,209981.50269830247,1,1,0,182230.8801772585,2.8000000000000003,0,1.1523,2,1,3.5,199982.38,Germany,Female,USD,0
395,35,8,0.0,4,1,1,124358.7456707321,2.05,1,0.0,1,4,12.0,0.0,France,Male,ZWL,0
416,54,9,0.0,1,1,0,91067.22170026836,1.8000000000000003,1,0.0,3,1,9.5,0.0,France,Male,ZWL,0
546,24,1,227904.36231990147,2,1,1,154043.75820089065,2.35,0,1.4795,0,4,4.0,217051.77,Germany,Male,USD,0
491,21,2,31811.05459181442,2,1,0,44029.04516681063,2.4000000000000004,0,0.7225,1,2,3.0,30296.24,Spain,Female,USD,1
672,62,7,83258.97392087219,2,0,0,160999.0543052405,2.6500000000000004,0,0.5171,1,1,8.0,79294.26,France,Female,USD,0
372,33,0,122103.6807103283,2,1,0,69176.50249687942,2.9000000000000004,0,1.7651,1,2,1.0,116289.22,Spain,Female,USD,0
836,39,1,117979.46874873762,2,1,0,126893.93482204404,2.9000000000000004,0,0.9297,1,2,2.0,112361.4,Germany,Female,USD,0
443,65,4,236536.3229458952,1,1,0,197483.6214607419,2.8000000000000003,0,1.1977,2,1,4.5,225272.69,Spain,Female,USD,0
591,68,6,104828.46117139109,2,1,1,14385.86568260241,2.1,0,7.2864,0,4,9.0,99836.63,France,Male,USD,0
586,53,9,67350.69747491804,2,1,0,191491.38838383768,2.6500000000000004,0,0.3517,1,2,10.0,64143.52,France,Male,USD,1
794,37,8,116784.28573812803,1,1,1,153555.80956316367,1.75,0,0.7605,1,3,10.5,111223.13,Spain,Female,USD,0
756,48,2,105038.49882786178,2,1,0,89089.12565383324,2.9000000000000004,0,1.179,1,2,3.0,100036.67,France,Female,USD,0
760,69,3,0.0,1,1,1,20515.65565961601,1.0,1,0.0,2,3,5.5,0.0,Germany,Female,ZWL,1
403,50,9,248595.32145923693,2,1,1,22349.13972922145,2.35,0,11.1228,0,4,12.0,236757.45,France,Female,USD,0
487,30,0,142340.1390908908,1,1,1,116486.8416937078,1.75,0,1.2219,1,3,2.5,135562.04,France,Male,USD,0
822,69,0,120934.42916622818,1,1,1,105091.39181061627,1.75,0,1.1507,1,3,2.5,115175.65,Germany,Male,USD,0
682,37,0,152524.5067837693,2,1,0,107080.4442857948,2.9000000000000004,0,1.4244,1,2,1.0,145261.44,Germany,Male,USD,0
621,71,3,0.0,4,1,1,55595.457549682185,2.05,1,0.0,1,4,7.0,0.0,Germany,Male,ZWL,1
390,58,8,159951.97844563177,1,0,1,18364.103664433667,1.75,0,8.7096,1,2,10.5,152335.22,France,Male,USD,0
447,59,7,39504.30462179792,1,1,1,159884.27404129782,1.25,0,0.2471,1,3,9.5,37623.15,France,Male,USD,0
532,55,3,229045.10883287908,1,1,0,44360.4796979937,2.8000000000000003,0,5.1632,2,1,3.5,218138.2,France,Male,USD,0
477,39,7,151797.2267847631,2,0,0,129077.06114675356,2.9000000000000004,0,1.176,1,1,8.0,144568.79,France,Female,USD,0
578,56,6,47945.29413663066,2,1,1,72972.51384291424,1.6,0,0.657,0,4,9.0,45662.18,Spain,Male,USD,0
666,40,5,65318.06105980321,1,1,1,126805.30497371276,1.5,0,0.5151,1,3,7.5,62207.68,Spain,Female,USD,0
435,65,9,0.0,3,1,1,153879.26362879784,1.6999999999999997,1,0.0,1,4,12.5,0.0,France,Male,ZWL,1
605,66,1,240582.4619768718,3,1,0,38803.79256348131,3.5,0,6.1998,1,2,2.5,229126.15,Spain,Male,USD,0
558,73,2,27003.97754333797,2,1,1,2756.3283659435806,1.6,0,9.7935,0,4,5.0,25718.07,France,Female,USD,0
564,50,3,193462.6226363459,1,1,1,55827.60595793453,1.75,0,3.4653,1,3,5.5,184250.12,Germany,Male,USD,0
723,58,6,91038.03890203478,2,0,1,192249.1469494356,1.85,0,0.4735,0,3,9.0,86702.89,France,Female,USD,0
449,47,7,29467.03533464809,2,1,1,36629.84207524279,1.6,0,0.8044,0,4,10.0,28063.84,Germany,Male,USD,0
398,31,7,114123.33735625612,1,1,1,94670.31505899657,1.75,0,1.2055,1,3,9.5,108688.89,France,Male,USD,1
550,64,3,10064.74368709446,2,1,1,74683.08211409792,1.6,0,0.1348,0,4,6.0,2012.95,France,Male,ZWL,0
785,53,8,206145.43515188852,1,0,0,61913.02880241777,2.8000000000000003,0,3.3295,2,0,8.5,196328.99,France,Male,USD,1
607,74,7,140059.53088877958,1,1,1,146181.90317903657,1.75,0,0.9581,1,3,9.5,133390.03,France,Male,USD,0
829,25,4,0.0,4,1,0,144333.04707932353,2.85,1,0.0,2,2,6.0,0.0,France,Female,ZWL,0
725,74,2,0.0,2,1,1,156023.18969890897,1.35,1,0.0,1,4,5.0,0.0,France,Male,USD,0
527,64,1,134636.87077010027,2,1,1,67839.85909952171,2.1,0,1.9846,0,4,4.0,128225.59,France,Female,USD,0
594,39,8,152871.5796222739,1,0,1,71846.18509190089,1.75,0,2.1277,1,2,10.5,145591.98,Germany,Male,USD,0
472,74,0,0.0,2,1,1,109450.50521068471,1.35,1,0.0,1,4,3.0,0.0,France,Male,ZWL,0
691,21,6,182936.96369543287,1,0,1,769.6009405854062,1.75,0,237.3952,1,2,8.5,174225.68,Germany,Female,USD,0
520,68,6,168169.41790260965,2,0,0,190758.9449368905,2.9000000000000004,0,0.8816,1,1,7.0,160161.35,France,Female,USD,1
682,52,0,178993.8463760629,2,0,1,46896.82538881696,2.1,0,3.8167,0,3,3.0,170470.33,Spain,Male,USD,0
485,25,6,0.0,1,1,0,34481.51461788201,1.8000000000000003,1,0.0,3,1,6.5,0.0,Spain,Male,ZWL,0
408,51,0,38139.4833774744,2,1,1,127475.01095709286,1.6,0,0.2992,0,4,3.0,36323.32,France,Male,USD,0
542,39,1,159440.1247475762,1,1,0,169616.17444754214,2.5500000000000003,0,0.94,2,1,1.5,151847.74,Germany,Female,USD,0
814,42,8,63763.96781812331,1,0,1,128388.94055609898,1.5,0,0.4966,1,2,10.5,60727.59,France,Male,USD,0
617,42,7,21428.857363703013,1,1,1,125840.51156478662,1.25,0,0.1703,1,3,9.5,20408.44,Spain,Female,USD,0
609,57,8,0.0,1,0,0,97679.89514988306,1.8000000000000003,1,0.0,3,0,8.5,0.0,Germany,Male,ZWL,0
722,57,8,182864.70091477776,2,0,1,178132.14945714027,2.1,0,1.0266,0,3,11.0,174156.86,France,Female,USD,0
810,34,3,180021.1746850403,2,1,0,193436.8372175056,2.9000000000000004,0,0.9306,1,2,4.0,171448.74,France,Male,USD,1
444,33,4,0.0,2,1,1,119053.0635141463,1.35,1,0.0,1,4,7.0,0.0,France,Male,ZWL,0
474,65,9,172054.6081615,2,1,0,15785.74895606987,2.9000000000000004,0,10.8987,1,2,10.0,163861.53,France,Female,USD,0
390,65,6,115534.42051420652,1,1,1,20186.478622093287,1.75,0,5.7231,1,3,8.5,110032.78,Germany,Female,USD,0
728,56,5,72519.845937184,2,1,1,83849.74172838368,1.85,0,0.8649,0,4,8.0,69066.52,France,Female,USD,1
603,32,8,192016.0797638749,2,0,1,98448.7696392451,2.1,0,1.9504,0,3,11.0,182872.46,France,Female,USD,0
356,34,1,108873.02061945669,2,1,1,128113.9897940164,2.1,0,0.8498,0,4,4.0,103688.59,France,Female,USD,0
820,74,7,205717.2609814862,2,1,1,198663.52547031752,2.35,0,1.0355,0,4,10.0,195921.2,France,Female,USD,0
565,52,1,214390.0687152274,1,1,0,141561.78426166932,2.8000000000000003,0,1.5145,2,1,1.5,204181.02,France,Female,USD,1
418,50,1,94376.21921504509,2,0,0,174659.41814814866,2.6500000000000004,0,0.5403,1,1,2.0,89882.11,Spain,Female,USD,0
418,57,2,92517.85626006949,1,1,0,188546.6112089957,2.3000000000000003,0,0.4907,2,1,2.5,88112.24,France,Male,USD,0
430,56,3,229272.00216242435,2,1,1,39142.21822558012,2.35,0,5.8573,0,4,6.0,218354.29,Germany,Female,USD,0
379,35,5,105342.31037551688,4,0,0,66736.89019533298,3.6,0,1.5784,1,1,7.0,100326.01,France,Male,USD,0
422,47,5,179633.27185655455,2,1,0,137593.96515320573,2.9000000000000004,0,1.3055,1,2,6.0,171079.31,France,Female,USD,0
611,40,1,100676.09190387571,1,1,1,130588.15806599388,1.75,0,0.7709,1,3,3.5,95881.99,Germany,Female,USD,0
438,54,5,185507.4678123493,1,1,1,84649.1709348349,1.75,0,2.1915,1,3,7.5,176673.78,France,Male,USD,0
752,64,7,0.0,1,1,0,170811.83545113163,1.8000000000000003,1,0.0,3,1,7.5,0.0,France,Male,ZWL,0
557,24,4,210612.51660409925,2,0,0,196181.56786536705,3.1500000000000004,0,1.0736,1,1,5.0,200583.35,Germany,Male,USD,0
562,27,0,245958.28581005943,2,1,1,79683.59223037784,2.35,0,3.0866,0,4,3.0,234245.99,France,Male,USD,0
671,33,7,193785.4123565108,2,0,0,69487.98556981648,2.9000000000000004,0,2.7887,1,1,8.0,184557.54,France,Male,USD,0
615,45,5,96189.9103725772,2,0,1,57642.86066116519,1.85,0,1.6687,0,3,8.0,91609.44,Germany,Female,USD,0
749,40,1,143248.92905302925,1,1,0,112253.43076165242,2.5500000000000003,0,1.2761,2,1,1.5,136427.55,Germany,Female,USD,0
642,51,6,170704.05937382177,4,1,1,122446.49547834306,2.8,0,1.3941,0,4,10.0,162575.29,France,Female,USD,0
556,35,7,56289.38796406762,2,1,1,36414.8531342277,1.85,0,1.5457,0,4,10.0,53608.94,France,Male,USD,0
682,64,1,77896.51967246376,1,1,0,56408.71341995857,2.3000000000000003,0,1.3809,2,1,1.5,74187.16,France,Female,USD,0
