RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
3815,15950095,Customer_3814,538,France,Female,54,5,0.0,2,0,1,60507.51975234495,0
3816,15486799,Customer_3815,589,Spain,Male,69,9,230129.8970351042,2,0,0,28598.8465868128,1
3817,15519349,Customer_3816,708,France,Male,41,8,221090.1326011487,2,1,1,85333.35999174912,0
3818,15755678,Customer_3817,736,Germany,Male,36,4,155661.3556911509,1,1,1,21696.410440460833,0
3819,15140905,Customer_3818,545,Spain,Male,67,3,47854.039303678874,2,0,1,117485.50304887694,0
3820,15270040,Customer_3819,646,Spain,Female,37,4,156193.73829133777,1,1,1,98528.82385245695,0
3821,15426188,Customer_3820,514,Spain,Female,44,4,236130.79874598453,2,1,1,118503.87384034303,0
3822,15311877,Customer_3821,656,France,Female,34,4,242242.0008648452,1,1,1,180168.59810205532,0
3823,15775723,Customer_3822,620,Germany,Female,33,0,0.0,3,1,1,69047.7959347527,0
3824,15566088,Customer_3823,357,France,Female,18,4,176520.51876953905,1,0,0,53684.58554665822,0
3825,15096044,Customer_3824,387,France,Male,38,4,235224.40950690882,1,1,1,114848.36763639856,0
3826,15267491,Customer_3825,463,France,Male,44,0,0.0,2,1,1,49407.65923252663,0
3827,15714423,Customer_3826,688,France,Female,18,3,0.0,2,1,1,13315.197965320667,1
3828,15489066,Customer_3827,405,Spain,Male,47,7,79600.17917219634,1,1,1,11760.618403311768,0
3829,15658003,Customer_3828,780,France,Male,37,3,237747.6469510218,1,1,0,13258.308393770696,0
3830,15302929,Customer_3829,823,Germany,Male,41,6,60953.817546166196,1,1,0,47493.68045593741,0
3831,15805113,Customer_3830,708,France,Female,63,5,0.0,1,1,0,145956.92172040397,1
3832,15967530,Customer_3831,487,France,Male,73,4,56307.78352515855,1,0,0,30801.378323761262,0
3833,15366008,Customer_3832,451,Spain,Female,19,8,0.0,1,1,0,51560.411000026616,0
3834,15933396,Customer_3833,683,France,Female,32,7,0.0,1,0,0,171955.8278147278,0
3835,15833731,Customer_3834,526,Germany,Female,46,4,0.0,1,0,0,87375.68080521726,0
3836,15017073,Customer_3835,518,France,Female,52,9,34029.035820194884,4,1,1,8274.306620419233,0
3837,15888736,Customer_3836,688,France,Female,30,6,187648.50962223313,2,1,1,49488.02343261608,0
3838,15554970,Customer_3837,635,France,Male,36,8,0.0,1,1,0,60217.688374119476,0
3839,15753158,Customer_3838,610,Spain,Male,18,6,0.0,2,1,1,37034.263677387695,0
3840,15752254,Customer_3839,724,France,Female,62,2,241383.68705866474,1,1,1,193379.84186732167,0
3841,15910734,Customer_3840,572,France,Male,64,9,122901.8536534258,2,0,0,81306.5043721759,0
3842,15407505,Customer_3841,548,France,Female,33,4,185806.98673944105,2,0,0,79125.21969789677,0
3843,15115359,Customer_3842,560,Spain,Male,60,8,48040.06388269012,2,1,1,195523.31781694162,0
3844,15925431,Customer_3843,636,Germany,Male,20,8,109968.59224816893,1,1,1,109789.3342486909,0
3845,15965834,Customer_3844,529,Germany,Female,57,7,60944.110442278165,1,0,1,16513.222601043624,0
3846,15066707,Customer_3845,599,France,Female,23,5,93553.42026893192,2,1,0,88702.29202763367,0
3847,15251351,Customer_3846,580,Spain,Male,48,6,125132.04812392677,1,1,1,130868.11122764552,1
3848,15470670,Customer_3847,821,Spain,Female,22,6,51879.21595245221,4,0,1,114043.72371850577,0
3849,15238511,Customer_3848,831,Spain,Female,43,0,202730.87658361817,1,0,1,169030.29667021608,0
3850,15235718,Customer_3849,372,Spain,Male,45,7,0.0,2,0,0,192560.41793334595,0
3851,15589716,Customer_3850,397,Germany,Female,32,5,225180.9465240959,1,0,1,11759.417282973356,1
3852,15050601,Customer_3851,458,France,Male,26,6,171917.59434911012,2,1,1,51062.26712047678,0
3853,15994969,Customer_3852,645,Spain,Female,72,9,52385.4225871586,1,1,1,179933.18625797686,0
3854,15395755,Customer_3853,355,Spain,Male,39,9,164073.12896009852,2,1,0,174415.21289236294,0
3855,15495479,Customer_3854,387,France,Male,54,1,15579.43228315489,2,1,1,3233.616051935927,0
3856,15635775,Customer_3855,518,France,Female,38,6,203770.45119140582,1,0,1,115528.66953524984,0
3857,15678029,Customer_3856,705,Spain,Female,59,7,0.0,2,1,1,63908.838212434166,1
3858,15464184,Customer_3857,632,France,Female,74,4,172661.79533778346,3,1,0,106110.75506376727,0
3859,15413860,Customer_3858,552,Spain,Male,46,0,232358.5339472603,1,0,0,44002.818886003006,0
3860,15411961,Customer_3859,674,France,Female,43,5,0.0,1,0,1,141147.67168446467,1
3861,15251924,Customer_3860,662,France,Female,23,2,111661.30575282546,2,0,0,66276.97976937878,0
3862,15783441,Customer_3861,622,France,Female,28,4,111903.37489003681,2,1,1,128417.6042859055,0
3863,15814660,Customer_3862,593,France,Male,53,8,36887.07276498919,1,1,1,15072.806593926905,0
3864,15523394,Customer_3863,676,France,Female,37,6,201146.3449419947,2,0,0,192571.449410128,0
3865,15249430,Customer_3864,824,France,Female,61,7,128815.95095071901,2,0,0,50677.72445729158,0
3866,15427737,Customer_3865,396,Germany,Female,37,5,127702.68779658123,2,1,1,81539.7396540317,0
3867,15122788,Customer_3866,598,Spain,Female,44,8,170432.50411848474,2,1,1,76189.45635796068,0
3868,15621527,Customer_3867,428,France,Male,23,2,0.0,1,0,0,119193.2321478808,0
3869,15551216,Customer_3868,459,Germany,Female,50,0,204437.46522726404,1,1,0,21228.163003105365,0
3870,15280466,Customer_3869,362,Germany,Male,74,9,97809.20592661483,1,0,1,66764.41574266694,0
3871,15450930,Customer_3870,744,Germany,Male,47,3,29113.825397938377,1,1,0,176135.12547795102,0
3872,15350040,Customer_3871,729,Germany,Female,67,7,55678.05351397735,4,1,0,79556.53767326131,0
3873,15062292,Customer_3872,714,France,Female,51,5,0.0,1,1,1,47528.11613545823,1
3874,15553343,Customer_3873,439,France,Male,22,6,52706.899085305406,3,1,0,180611.36532028762,1
3875,15305035,Customer_3874,691,France,Male,33,8,68134.2205822906,2,1,1,116811.93106724533,0
3876,15606200,Customer_3875,697,France,Male,29,1,0.0,3,1,1,83272.80195176919,0
3877,15661948,Customer_3876,629,Germany,Male,29,6,0.0,1,1,0,187613.58615956156,0
3878,15352680,Customer_3877,570,France,Male,28,3,154702.33815868638,2,1,0,139639.7821614962,0
3879,15268448,Customer_3878,422,Spain,Male,69,6,0.0,2,1,0,133913.3275379762,1
3880,15531633,Customer_3879,583,Spain,Male,68,7,20564.957956471917,3,0,1,65521.03577892617,0
3881,15160372,Customer_3880,609,Spain,Female,38,1,0.0,2,1,0,111948.3859204723,0
3882,15941763,Customer_3881,462,Spain,Female,24,6,194755.6234909985,1,1,1,93921.13921116594,0
3883,15091006,Customer_3882,395,France,Male,51,7,144107.6376723358,2,1,1,79833.9867743977,0
3884,15932856,Customer_3883,623,Germany,Female,46,0,12587.973453343215,1,1,0,1324.8539290366289,0
3885,15129350,Customer_3884,392,France,Female,23,9,0.0,1,1,1,58807.38814398276,0
3886,15688725,Customer_3885,557,Spain,Male,53,4,34959.91330193167,2,1,0,195876.62307902923,0
3887,15805878,Customer_3886,766,Spain,Male,51,8,115691.41863297197,1,1,1,156061.68338697855,0
3888,15788768,Customer_3887,698,Spain,Male,66,1,249873.6714526615,2,1,1,122984.86699377507,0
3889,15848464,Customer_3888,452,France,Male,25,5,39128.07616041644,2,1,1,83373.28619513547,0
3890,15206487,Customer_3889,473,Spain,Male,54,1,205606.3297359736,2,0,1,15393.030075120825,0
3891,15097852,Customer_3890,359,France,Male,27,2,201809.92998723936,2,1,1,121890.6351590947,0
3892,15492092,Customer_3891,678,France,Male,33,5,116809.83571500884,1,1,1,54479.566239628635,0
3893,15138593,Customer_3892,536,Spain,Female,19,4,247183.64556490158,2,1,1,115230.79695593473,0
3894,15727067,Customer_3893,380,France,Male,73,3,0.0,2,0,1,189391.24948248875,1
3895,15678841,Customer_3894,505,Spain,Female,36,6,0.0,2,0,0,157194.0079079728,0
3896,15280618,Customer_3895,409,France,Female,24,2,46574.71293297304,1,0,0,192104.66065642177,1
3897,15177832,Customer_3896,598,Spain,Female,19,9,0.0,2,1,1,167539.7233644734,1
3898,15842150,Customer_3897,736,France,Male,62,6,81139.34971414755,2,1,1,17534.37712274574,1
3899,15306773,Customer_3898,723,Spain,Female,40,8,155077.3788154901,1,1,0,19386.88136171183,0
3900,15045232,Customer_3899,788,Spain,Female,48,1,19775.85438058549,2,0,1,135433.75598180402,1
3901,15348688,Customer_3900,619,Spain,Female,21,4,84462.06767641401,2,0,0,131275.8765668173,0
3902,15460385,Customer_3901,791,France,Female,33,0,11129.584630357447,2,1,1,75982.92666769384,0
3903,15783301,Customer_3902,566,Spain,Male,27,6,11514.47148768538,1,1,0,10733.775613740987,0
3904,15312813,Customer_3903,748,France,Female,66,1,206871.90816910635,1,0,1,142751.9613325045,0
3905,15209093,Customer_3904,351,France,Male,38,4,189955.81409611562,2,1,1,20995.319897500005,0
3906,15331328,Customer_3905,373,France,Female,45,0,188593.79524074725,1,1,0,127081.33809526206,0
3907,15703305,Customer_3906,555,Spain,Male,63,0,94872.3661971474,4,1,1,9630.251166461683,0
3908,15013140,Customer_3907,669,France,Male,29,3,0.0,1,0,0,36385.83627843017,0
3909,15388612,Customer_3908,845,Spain,Female,30,6,0.0,2,1,0,111304.03337598125,0
3910,15607745,Customer_3909,548,Germany,Female,69,6,84256.31268752585,2,1,1,119456.98507237236,0
3911,15538645,Customer_3910,705,France,Male,57,7,144996.25280854458,1,0,1,134403.68141839886,0
3912,15523375,Customer_3911,463,Spain,Female,34,8,177909.10778653173,2,0,0,22153.467434424798,0
3913,15111672,Customer_3912,629,France,Female,35,3,73774.44763692957,3,0,0,88922.0743317816,0
3914,15330817,Customer_3913,504,Spain,Male,70,1,173028.24948050836,3,1,1,26776.45968153533,1
3915,15645961,Customer_3914,514,France,Male,27,9,240998.3501045537,3,1,0,187262.28537713128,0
3916,15589921,Customer_3915,835,Germany,Female,45,9,0.0,1,0,0,166865.14528330517,0
3917,15732303,Customer_3916,571,France,Male,30,2,107705.73500505646,1,1,0,112954.19374975572,0
3918,15620399,Customer_3917,440,France,Male,51,8,0.0,1,1,1,86150.25425402462,0
3919,15864690,Customer_3918,516,France,Male,66,7,95475.68814537389,1,1,1,64959.568863260945,0
3920,15406140,Customer_3919,796,France,Male,23,5,136916.92147193913,2,1,0,157144.10846295406,0
3921,15069286,Customer_3920,556,France,Female,29,2,236585.79577940362,2,0,1,101955.55911675219,0
3922,15093269,Customer_3921,631,France,Male,46,9,0.0,1,1,1,2437.871460180857,0
3923,15258635,Customer_3922,414,France,Male,30,7,65551.18491422766,2,0,0,114069.07071286938,0
3924,15074071,Customer_3923,725,Spain,Male,43,1,240540.61808924112,2,1,0,171402.4276465846,0
3925,15450542,Customer_3924,353,Germany,Male,21,3,155402.53893341846,2,1,1,121308.7099049644,1
3926,15221095,Customer_3925,506,Spain,Male,32,3,186464.81514222635,4,0,0,14115.74387676972,1
3927,15513317,Customer_3926,598,Germany,Female,33,8,209126.97515573553,1,1,0,118089.06058349788,0
3928,15030651,Customer_3927,606,Germany,Female,70,7,0.0,1,1,0,149974.02749684767,1
3929,15070202,Customer_3928,584,Germany,Male,36,6,126355.19330242883,1,1,0,147698.56148070833,0
3930,15048777,Customer_3929,655,France,Male,64,3,0.0,2,1,1,108316.54439647839,1
3931,15148066,Customer_3930,715,Germany,Male,43,6,0.0,1,1,1,150588.3110624548,1
3932,15853695,Customer_3931,819,France,Male,49,0,238895.69565862443,2,1,1,23585.700413200422,0
3933,15190706,Customer_3932,744,Spain,Female,23,7,23500.842904760822,2,1,0,52311.753404778494,0
3934,15624446,Customer_3933,423,Spain,Male,69,7,0.0,3,1,0,45414.572347140565,1
3935,15797232,Customer_3934,536,France,Male,23,8,0.0,2,1,0,69735.1179941067,0
3936,15824255,Customer_3935,411,Spain,Female,22,8,11316.99862783921,2,1,0,127342.15482034732,0
3937,15763935,Customer_3936,686,France,Male,19,0,43493.42101539385,2,1,1,102799.19993140943,0
3938,15326022,Customer_3937,513,France,Female,69,9,0.0,1,1,0,93409.63614882316,0
3939,15280852,Customer_3938,405,France,Male,19,6,0.0,1,0,1,112765.89935241883,0
3940,15668179,Customer_3939,460,Spain,Male,54,0,190223.04280273002,4,1,0,80167.39352011142,1
3941,15730265,Customer_3940,567,Spain,Female,20,5,196620.3554947065,1,1,1,192948.9365246257,0
3942,15588158,Customer_3941,589,Spain,Female,23,4,195965.51125415452,2,1,1,2679.626927710882,0
3943,15533571,Customer_3942,370,France,Male,48,1,210452.86719876964,1,0,1,61696.83974947328,0
3944,15685933,Customer_3943,490,Germany,Female,60,2,195491.00491338043,2,1,0,197107.54362727425,1
3945,15865139,Customer_3944,614,Germany,Female,22,7,126051.14525375444,1,1,0,184744.59633297814,0
3946,15424149,Customer_3945,488,France,Female,67,1,0.0,2,1,0,166652.4528584471,0
3947,15530062,Customer_3946,808,Germany,Female,63,3,153427.9582677254,3,0,1,31015.77365645964,0
3948,15203127,Customer_3947,419,France,Female,27,2,0.0,1,0,0,161350.49310156194,1
3949,15142055,Customer_3948,734,France,Male,44,6,210777.91377694556,1,1,0,18454.622833558118,0
3950,15620756,Customer_3949,467,France,Male,41,7,0.0,1,0,1,15613.706674401441,0
3951,15882766,Customer_3950,547,Germany,Male,39,3,51637.94974326356,1,1,1,16204.71823028377,0
3952,15804565,Customer_3951,554,France,Male,42,5,15862.830421950917,1,1,1,116483.59650506816,0
3953,15932443,Customer_3952,563,France,Male,20,2,85833.96204304454,2,0,0,137983.26597639133,0
3954,15525069,Customer_3953,405,France,Female,33,6,106904.19928292121,2,0,0,51218.6981976351,0
3955,15114586,Customer_3954,636,France,Male,47,7,51845.814150900704,2,1,1,130597.73767088182,0
3956,15449916,Customer_3955,819,France,Female,65,6,215230.30545618263,2,1,0,91633.76104959086,1
3957,15289768,Customer_3956,642,France,Male,60,3,18059.34076296804,1,1,1,194701.35769946163,0
3958,15531111,Customer_3957,524,Germany,Male,21,9,0.0,1,1,0,68830.87882429843,0
3959,15542777,Customer_3958,696,France,Male,60,8,0.0,2,1,0,136636.54134496726,0
3960,15171033,Customer_3959,719,Spain,Male,57,9,0.0,1,1,0,25591.578106736582,0
3961,15512880,Customer_3960,849,Germany,Male,33,7,121275.81772236418,1,0,0,11759.44574932515,0
3962,15291262,Customer_3961,811,France,Female,72,5,197236.5267093663,2,0,1,125186.3036513938,0
3963,15100417,Customer_3962,477,France,Male,57,1,175522.0022685105,2,1,1,50719.402806991515,1
3964,15081816,Customer_3963,780,Spain,Male,58,9,212549.28713130852,1,0,0,182976.60863205197,1
3965,15677623,Customer_3964,727,France,Female,63,6,140643.16491893015,1,1,1,3161.3687041052963,0
3966,15275709,Customer_3965,674,France,Male,25,8,207384.90805731036,2,1,0,188309.46162765322,0
3967,15675714,Customer_3966,791,France,Male,41,8,182592.52655098186,1,0,0,4104.3348659367,0
3968,15174023,Customer_3967,641,Germany,Male,33,8,197080.2094010465,1,1,1,129515.83358137036,0
3969,15877611,Customer_3968,637,Germany,Male,71,8,0.0,3,1,1,168803.21411341272,0
3970,15547936,Customer_3969,575,Spain,Female,44,5,182698.28074129767,1,1,1,85993.97921207716,0
3971,15443945,Customer_3970,413,Spain,Female,19,0,106411.59173591639,1,0,0,132017.66187034882,0
3972,15041971,Customer_3971,804,France,Female,72,5,30395.693451336152,2,0,1,58749.90645863353,0
3973,15018658,Customer_3972,775,France,Male,37,4,109980.49154272673,1,1,0,92949.64588047842,0
3974,15021253,Customer_3973,397,France,Female,68,6,51616.09640216414,2,1,1,34627.4460664324,0
3975,15457382,Customer_3974,551,France,Male,37,7,161051.02582154973,2,1,0,45794.2754084286,0
3976,15179635,Customer_3975,847,France,Male,37,0,73178.16419698184,1,1,1,178852.74780408954,0
3977,15157462,Customer_3976,686,France,Male,36,9,239953.95941457053,2,1,0,142046.86048908325,0
3978,15350808,Customer_3977,763,France,Female,74,3,0.0,2,1,0,168408.91091841238,1
3979,15706938,Customer_3978,754,France,Female,68,3,0.0,2,0,1,81526.40746475862,1
3980,15210097,Customer_3979,409,France,Female,35,0,221349.62619658245,1,1,0,25531.103479776506,0
3981,15628138,Customer_3980,746,Spain,Female,30,3,0.0,1,1,1,182536.53064549246,0
3982,15950162,Customer_3981,606,Germany,Male,34,6,95388.7896668076,2,1,1,193163.781676102,0
3983,15662212,Customer_3982,414,Spain,Male,50,5,222493.20694725428,2,1,1,170390.62410527136,0
3984,15520498,Customer_3983,588,France,Female,70,3,0.0,1,0,1,112607.99349580926,1
3985,15226058,Customer_3984,638,France,Female,45,1,137721.1886048548,2,1,0,100222.42846015835,0
3986,15657911,Customer_3985,387,France,Female,22,6,88510.91444050347,1,1,1,178966.13483058236,0
3987,15858379,Customer_3986,374,France,Male,45,7,0.0,2,0,0,82361.46431100805,0
3988,15585289,Customer_3987,759,France,Female,42,8,149082.69884175895,2,1,0,117398.56627416503,0
3989,15180231,Customer_3988,810,Spain,Male,37,8,130334.7104640983,3,1,0,82845.58507475426,0
3990,15122775,Customer_3989,408,Spain,Female,38,3,76240.66537940702,1,1,0,15717.504177976887,0
3991,15969211,Customer_3990,825,France,Male,30,2,54171.55067092788,2,1,0,177218.23921636402,0
3992,15557531,Customer_3991,766,France,Female,23,4,0.0,2,1,0,144435.83680121243,1
3993,15677160,Customer_3992,706,France,Male,46,5,175059.25613073524,1,1,0,92857.49390977943,0
3994,15862371,Customer_3993,732,France,Female,59,7,0.0,2,1,0,32478.936513651515,0
3995,15319972,Customer_3994,646,France,Female,72,2,0.0,1,1,1,35403.29595549693,1
3996,15261716,Customer_3995,507,France,Male,26,5,248653.10204120583,1,0,1,132810.88950489194,0
3997,15400455,Customer_3996,406,France,Male,46,4,0.0,1,0,1,187430.78320663754,0
3998,15268854,Customer_3997,782,France,Female,55,6,0.0,1,1,0,85705.62760616829,0
3999,15414600,Customer_3998,397,France,Male,18,8,60185.68990658255,1,1,0,88956.87957107955,1
4000,15938542,Customer_3999,677,France,Male,73,6,45882.186707213405,1,1,1,137133.76298131666,0
4001,15171918,Customer_4000,782,France,Female,47,5,0.0,2,1,0,171005.4774009581,0
4002,15219055,Customer_4001,780,Spain,Female,67,8,245491.7653700944,1,1,1,160747.9738859284,0
4003,15985325,Customer_4002,405,France,Male,49,9,0.0,3,1,0,142932.59296936097,0
4004,15300135,Customer_4003,414,Spain,Female,74,3,75340.94765407081,1,1,0,51825.575342932636,1
4005,15734417,Customer_4004,617,Spain,Male,40,0,238336.6765477925,2,1,0,34329.24164349843,0
4006,15400187,Customer_4005,418,Spain,Female,56,7,201219.49998785745,1,0,1,1448.7995927493691,1
4007,15422355,Customer_4006,565,Spain,Female,27,5,53154.007929177984,2,0,0,193905.0990926256,0
4008,15871877,Customer_4007,739,Germany,Female,61,5,0.0,1,0,0,86714.67409129367,0
4009,15208139,Customer_4008,438,Spain,Male,38,4,0.0,2,1,0,39788.692483136576,0
4010,15080257,Customer_4009,798,France,Female,73,9,149680.59094743244,1,1,1,24494.193812984555,0
4011,15477958,Customer_4010,630,France,Male,43,2,136335.0941283811,2,1,1,29914.963006699916,0
4012,15824143,Customer_4011,606,Spain,Male,32,5,49333.34722923168,1,1,1,67034.07488671054,0
4013,15006530,Customer_4012,509,Spain,Female,34,0,91438.38153132828,1,1,1,171719.4488719097,0
4014,15273260,Customer_4013,839,Spain,Male,52,6,0.0,1,1,1,194052.165383148,0
4015,15590082,Customer_4014,583,Spain,Female,42,5,165758.46128902957,1,0,1,101436.9015917379,0
4016,15917786,Customer_4015,480,Spain,Female,32,4,217119.90304399424,2,0,1,63697.92983291642,0
4017,15210545,Customer_4016,398,Germany,Male,50,2,211194.77660950154,1,1,1,35100.57922385771,0
4018,15657258,Customer_4017,496,Spain,Male,28,7,230958.2693220058,2,1,1,57490.02004598663,0
4019,15528423,Customer_4018,665,Germany,Female,41,3,19969.766655015766,2,1,0,123806.53454541006,0
4020,15924133,Customer_4019,840,Spain,Female,23,8,72993.00789150773,2,0,0,189044.85771500575,0
4021,15371616,Customer_4020,762,Spain,Female,45,8,109737.53043152214,2,1,0,98226.12588035103,0
4022,15911579,Customer_4021,783,Spain,Female,46,4,163623.4375806979,2,1,0,27972.273222877517,0
4023,15478336,Customer_4022,351,Germany,Male,65,6,155950.4162084518,2,1,0,189230.18818444328,0
4024,15775158,Customer_4023,678,France,Male,38,5,0.0,3,0,1,192565.47550696612,0
4025,15613375,Customer_4024,789,France,Female,29,5,56272.94690890485,2,1,0,179026.79282487594,0
4026,15720391,Customer_4025,494,Spain,Male,39,3,114978.82587248036,1,1,1,171827.07441730046,0
4027,15819812,Customer_4026,793,Germany,Female,44,9,70148.64634256817,1,0,0,155481.8099386724,0
4028,15916383,Customer_4027,715,France,Male,38,7,0.0,1,0,0,25240.384786037215,1
4029,15279215,Customer_4028,769,France,Male,32,9,241710.20529167383,4,1,1,65448.94821680012,0
4030,15020074,Customer_4029,410,Spain,Female,74,2,37204.652623753165,2,0,0,150827.42889205914,0
4031,15746084,Customer_4030,622,Spain,Female,35,4,179222.51143599063,1,1,1,173247.06107712863,0
4032,15592131,Customer_4031,398,Spain,Female,27,0,0.0,2,0,1,45497.33258799386,0
4033,15039901,Customer_4032,681,Germany,Female,39,0,182183.7130152237,1,1,0,124177.9369964732,0
4034,15273349,Customer_4033,793,France,Female,61,8,194105.59551653135,1,1,0,11817.618625976163,1
4035,15973165,Customer_4034,753,France,Female,37,3,21560.05866733537,2,1,1,171178.65452631417,0
4036,15911093,Customer_4035,783,France,Female,36,8,0.0,2,0,1,69496.0472431152,1
4037,15792338,Customer_4036,480,Spain,Female,45,6,225231.2770758707,2,1,0,39328.07831621654,0
4038,15395807,Customer_4037,392,France,Female,54,9,61912.57687147303,3,1,1,167523.8580355587,0
4039,15912008,Customer_4038,406,Germany,Male,67,7,0.0,2,1,1,34114.61654092575,0
4040,15587275,Customer_4039,399,Germany,Male,68,8,0.0,1,0,0,92140.58176503393,0
4041,15980874,Customer_4040,801,Germany,Male,72,0,134190.22027690505,1,1,0,19122.823696512187,1
4042,15342829,Customer_4041,814,Spain,Male,61,6,222584.7778543958,2,0,0,89001.94268013438,0
4043,15372598,Customer_4042,527,France,Male,18,7,0.0,1,1,0,184822.83524747417,0
4044,15367631,Customer_4043,642,Spain,Male,51,1,109251.88438334734,2,1,1,138721.48687595638,0
4045,15578688,Customer_4044,395,France,Female,52,9,181352.81467832072,2,0,1,196864.58236924149,0
4046,15156222,Customer_4045,519,France,Female,43,8,28582.715691462618,1,1,0,89607.69564594163,0
4047,15031852,Customer_4046,620,France,Male,47,0,23690.40142949098,2,0,0,177836.96240216968,0
4048,15960374,Customer_4047,766,France,Male,29,2,131180.27179316798,1,1,0,182246.26804564006,0
4049,15513012,Customer_4048,685,Spain,Female,31,8,31367.57799954488,2,1,1,18099.74466171064,0
4050,15839188,Customer_4049,488,Germany,Female,56,0,235391.54320047627,2,1,1,195799.4163616042,0
4051,15377501,Customer_4050,596,France,Female,21,3,167017.89941624485,2,1,0,178434.6426046071,0
4052,15643340,Customer_4051,497,France,Female,29,9,190875.64555352522,1,1,1,125279.60784963725,0
4053,15056481,Customer_4052,579,Germany,Female,41,5,64929.46332947863,1,1,0,107286.73608880665,0
4054,15787715,Customer_4053,629,Spain,Male,57,5,128566.31952252061,4,1,0,77039.95327763032,0
4055,15033691,Customer_4054,474,France,Male,48,3,42123.08709893955,3,1,0,117254.55105449018,1
4056,15394341,Customer_4055,541,Germany,Female,18,9,0.0,4,1,0,147321.5581776342,0
4057,15198137,Customer_4056,723,Spain,Male,54,9,0.0,2,0,1,141713.84509892738,0
4058,15550458,Customer_4057,429,Germany,Female,18,9,77179.00824045819,2,0,0,60067.9359053745,0
4059,15532726,Customer_4058,443,France,Male,32,9,0.0,2,1,1,134341.15058636782,1
4060,15806527,Customer_4059,575,Germany,Female,30,0,0.0,3,1,1,942.1621833853559,0
4061,15671514,Customer_4060,414,Germany,Male,46,4,10942.404669117752,4,0,1,33976.2105403203,1
4062,15401220,Customer_4061,437,Germany,Male,72,4,192183.7166445831,2,1,0,30382.21268621004,1
4063,15796184,Customer_4062,437,Germany,Female,62,2,37680.59829672602,2,1,1,148202.1326303215,0
4064,15055426,Customer_4063,550,Spain,Female,21,2,147909.50671685537,4,1,0,179389.58794730873,0
4065,15239968,Customer_4064,563,France,Male,32,3,64836.05151761128,4,0,0,17278.35921491256,0
4066,15288963,Customer_4065,553,Spain,Female,61,2,241569.74305301075,2,0,1,182360.38713178606,0
4067,15495384,Customer_4066,750,Germany,Female,57,2,220193.67732432188,1,1,1,61328.58688041312,0
4068,15878483,Customer_4067,731,Germany,Female,65,2,0.0,1,1,1,124535.2108282499,0
4069,15521121,Customer_4068,438,France,Female,29,6,52243.983900548934,2,0,1,32794.73945584548,0
4070,15155289,Customer_4069,825,France,Female,73,8,197843.50581116363,1,1,1,80562.94898710943,0
4071,15261501,Customer_4070,410,Spain,Male,42,0,0.0,2,1,1,92393.32859113114,0
4072,15519165,Customer_4071,620,Germany,Male,44,7,156775.15669812832,1,0,1,74919.12029124594,0
4073,15219780,Customer_4072,443,France,Female,23,9,182306.37318262598,1,1,0,164421.96812885086,0
4074,15295138,Customer_4073,656,Germany,Female,40,0,0.0,2,0,1,116717.09785835071,0
4075,15670396,Customer_4074,376,France,Male,32,8,0.0,1,1,1,99229.19743254576,0
4076,15732635,Customer_4075,563,Spain,Female,56,7,97401.19382986247,1,1,1,156790.34041662316,0
4077,15097756,Customer_4076,423,Spain,Male,22,5,0.0,2,1,1,141868.8893108144,0
4078,15442632,Customer_4077,410,France,Male,40,5,98062.10421384155,2,1,1,20981.36870389765,0
4079,15927091,Customer_4078,535,Spain,Male,32,9,209453.17758012132,1,0,1,103570.52596751445,0
4080,15095665,Customer_4079,380,Spain,Male,42,6,89764.53202113244,1,1,1,159574.1630540874,0
4081,15656005,Customer_4080,568,France,Male,47,7,0.0,1,1,1,127600.52065475653,0
4082,15162002,Customer_4081,361,Germany,Male,61,6,24784.801431766733,2,0,1,142564.6912907385,0
4083,15261691,Customer_4082,651,France,Female,60,0,0.0,1,0,1,114668.61157491365,0
4084,15606123,Customer_4083,764,Germany,Male,21,9,0.0,1,1,1,185602.32077208447,0
4085,15122232,Customer_4084,381,France,Male,30,3,66402.77123019253,2,1,1,102895.68540619053,0
4086,15947594,Customer_4085,509,France,Male,67,3,0.0,2,1,1,112748.65967029174,0
4087,15742849,Customer_4086,838,France,Male,57,8,246052.83070787042,2,1,0,175834.4872978023,0
4088,15445358,Customer_4087,586,France,Male,56,8,0.0,2,0,0,122950.9932657236,1
4089,15243051,Customer_4088,576,Spain,Male,71,2,88517.80754972796,1,1,0,87520.65603591742,0
4090,15157547,Customer_4089,530,France,Male,40,8,18689.504755073987,2,1,0,50721.08996533735,0
4091,15412104,Customer_4090,666,France,Female,33,4,198969.728794664,1,1,0,193092.32951889787,1
4092,15568020,Customer_4091,395,Spain,Male,52,5,72708.9914873745,1,1,1,154200.62361287815,0
4093,15736983,Customer_4092,690,France,Male,71,6,194521.59479488953,1,0,0,16566.04810336202,0
4094,15308449,Customer_4093,807,Germany,Male,33,2,77743.70897360091,2,0,1,25071.66278364477,0
4095,15701397,Customer_4094,429,Spain,Male,65,3,17173.350512182413,3,1,1,41079.357561840996,0
4096,15533634,Customer_4095,484,Spain,Female,24,4,129570.786336814,1,1,0,47399.76499598936,0
4097,15787019,Customer_4096,609,France,Male,72,0,0.0,2,1,1,129015.26228856464,0
4098,15012763,Customer_4097,824,France,Male,62,7,60541.846728357625,1,1,1,106599.79356709834,0
